,scene_num,what,who,directions
2267,452,dialog,MURPH'S WIFE,
2268,452,direction,,
2269,452,direction,,
2270,452,direction,,
2271,453,scene,,
2272,454,direction,,
2273,454,direction,,
2274,454,direction,,
2275,454,direction,,
2276,454,direction,,
2277,454,dialog,EMILY COOPER,
2278,454,dialog,MURPH,(DISTRACTED)
2279,454,direction,,
2280,454,dialog,MURPH,(CONT'D)
2281,454,direction,,
2282,454,dialog,EMILY COOPER,(staring at machine)
2283,454,dialog,MURPH,
2284,454,direction,,
2285,454,direction,,
2286,454,dialog,COOPER,"(over radio, garbled)"
2287,454,direction,,
2288,455,scene,,
2289,456,direction,,
2290,456,direction,,
2291,456,dialog,MURPH,
2292,456,dialog,WIFE,
2293,456,direction,,
2294,457,scene,,
2295,458,direction,,
2296,458,direction,,
2297,458,dialog,EMILY COOPER,
2298,458,direction,,
2299,458,direction,,
2300,458,direction,,
2301,458,direction,,
2302,458,direction,,
2303,458,dialog,MURPH,
2304,458,direction,,
2305,458,direction,,
2306,458,direction,,
2307,458,direction,,
2308,458,direction,,
2309,458,direction,,
2310,458,direction,,
2311,458,direction,,
2312,458,direction,,
2313,459,scene,,
2314,460,direction,,
2315,461,scene,,
2316,462,direction,,
2317,462,direction,,
2318,462,direction,,
2319,462,direction,,
2320,462,direction,,
2321,463,scene,,
2322,464,direction,,
2323,464,direction,,
2324,464,direction,,
2325,464,direction,,
2326,465,scene,,
2327,466,direction,,
2328,467,scene,,
2329,468,direction,,
2330,468,direction,,
2331,468,direction,,
2332,468,direction,,
2333,468,direction,,
2334,468,direction,,
2335,468,direction,,
2336,468,direction,,
2337,468,direction,,
2338,468,direction,,
2339,468,direction,,
2340,468,direction,,
2341,468,direction,,
2342,468,direction,,
2343,468,direction,,
2344,469,scene,,
2345,470,direction,,
2346,470,direction,,
2347,470,direction,,
2348,470,direction,,
2349,470,direction,,
2350,470,dialog,DOCTOR,(MORE)
2351,470,dialog,DOCTOR,(CONT'D);(offers him a pill)
2352,470,direction,,
2353,470,dialog,DOCTOR,(CONT'D);(looks him over)
2354,470,direction,,
2355,470,dialog,COOPER,
2356,470,dialog,DOCTOR,(SMILES)
2357,470,dialog,COOPER,
2358,470,dialog,DOCTOR,
2359,470,direction,,
2360,471,scene,,
2361,472,direction,,
2362,472,direction,,
2363,472,direction,,
2364,472,dialog,DOCTOR,
2365,472,dialog,COOPER,
2366,472,dialog,DOCTOR,(off his look)
2367,472,direction,,
2368,472,dialog,DOCTOR,(CONT'D)
2369,472,direction,,
2370,473,scene,,
2371,474,direction,,
2372,474,direction,,
2373,474,dialog,DOCTOR,
2374,474,direction,,
2375,474,direction,,
2376,474,direction,,
2377,474,direction,,
2378,474,direction,,
2379,474,dialog,DOCTOR,(CONT'D)
2380,474,direction,,
2381,474,dialog,DOCTOR,(CONT'D);(SMILES)
2382,474,direction,,
2383,474,direction,,
2384,474,direction,,
2385,474,direction,,
2386,475,scene,,
2387,476,direction,,
2388,476,dialog,ADMINISTRATOR,
2389,476,direction,,
2390,476,dialog,ADMINISTRATOR,"(CONT'D);(smiles, unconvincingly)"
2391,476,direction,,
2392,476,dialog,COOPER,
2393,476,dialog,ADMINISTRATOR,
2394,476,dialog,COOPER,
2395,476,direction,,
2396,476,dialog,ADMINISTRATOR,
2397,476,direction,,
2398,476,direction,,
2399,476,dialog,ADMINISTRATOR,(CONT'D)
2400,476,direction,,
2401,476,dialog,COOPER,
2402,476,dialog,ADMINISTRATOR,
2403,476,dialog,COOPER,(SMILES)
2404,476,direction,,
2405,476,dialog,ADMINISTRATOR,
2406,476,dialog,COOPER,
2407,476,dialog,ADMINISTRATOR,
2408,476,dialog,COOPER,
2409,476,dialog,ADMINISTRATOR,
2410,476,direction,,
2411,476,dialog,COOPER,
2412,476,dialog,ADMINISTRATOR,
2413,476,dialog,COOPER,
2414,476,direction,,
2415,476,dialog,ADMINISTRATOR,(off his look);(QUIET)
2416,476,direction,,
2417,476,dialog,ADMINISTRATOR,(CONT'D);(BIG SMILE)
2418,477,scene,,
2419,478,direction,,
2420,478,direction,,
2421,478,direction,,
2422,478,direction,,
2423,478,direction,,
2424,479,scene,,
2425,480,direction,,
2426,481,scene,,
2427,482,direction,,
2428,482,direction,,
2429,482,direction,,
2430,482,direction,,
2431,482,direction,,
2432,482,direction,,
2433,483,scene,,
2434,484,direction,,
2435,484,dialog,ROBOT,
2436,484,dialog,COOPER,
2437,484,dialog,ROBOT,
2438,484,dialog,COOPER,(THINKS)
2439,484,direction,,
2440,485,scene,,
2441,486,direction,,
2442,486,direction,,
2443,487,scene,,
2444,488,direction,,
2445,488,direction,,
2446,488,direction,,
2447,488,direction,,
2448,488,direction,,
2449,488,direction,,
2450,488,direction,,
2451,489,scene,,
2452,490,direction,,
2453,490,direction,,
2454,490,direction,,
2455,490,dialog,COOPER,
2456,490,direction,,
2457,491,scene,,
2458,492,direction,,
2459,492,direction,,
2460,492,direction,,
2461,492,direction,,
