"well.name","SampledDate","SampleNumber","ParameterName","ParameterUnits","result","Method.Detection.Limit","Reporting.limit","censoring.status","Easting","Northing"
"MW-13-1988",1988-01-25,"880050","Ammonia","mg/L",0.1,NA,NA,"left.censored",4218262.9,910814.599999998
"MW-13A-1988",1988-01-25,"880052","Ammonia","mg/L",0.1,NA,NA,"left.censored",4218304.4,910813.2
"MW-14-1988",1988-01-25,"880054","Ammonia","mg/L",0.1,NA,NA,"left.censored",4217612.3,910814.700000002
"MW-14A-1988",1988-01-25,"880055","Ammonia","mg/L",0.1,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14B-1988",1988-01-25,"880058","Ammonia","mg/L",0.1,NA,NA,"left.censored",4217612.9,910804.299999995
"MW-13-1988",1988-01-25,"880050","Cadmium","µg/L",1,NA,NA,"left.censored",4218262.9,910814.599999998
"MW-13A-1988",1988-01-25,"880052","Cadmium","µg/L",1,NA,NA,"left.censored",4218304.4,910813.2
"MW-14-1988",1988-01-25,"880054","Cadmium","µg/L",1,NA,NA,"left.censored",4217612.3,910814.700000002
"MW-14A-1988",1988-01-25,"880055","Cadmium","µg/L",1,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14B-1988",1988-01-25,"880058","Cadmium","µg/L",1,NA,NA,"left.censored",4217612.9,910804.299999995
"MW-13-1988",1988-01-25,"880050","Chromium","µg/L",5,NA,NA,"left.censored",4218262.9,910814.599999998
"MW-13A-1988",1988-01-25,"880052","Chromium","µg/L",5,NA,NA,"left.censored",4218304.4,910813.2
"MW-14-1988",1988-01-25,"880054","Chromium","µg/L",5,NA,NA,"left.censored",4217612.3,910814.700000002
"MW-14A-1988",1988-01-25,"880055","Chromium","µg/L",5,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14B-1988",1988-01-25,"880058","Chromium","µg/L",5,NA,NA,"left.censored",4217612.9,910804.299999995
"MW-13-1988",1988-01-25,"880050","ChemicalOxygenDemand","mg/L",5,NA,NA,"left.censored",4218262.9,910814.599999998
"MW-13A-1988",1988-01-25,"880052","ChemicalOxygenDemand","mg/L",5,NA,NA,"left.censored",4218304.4,910813.2
"MW-14A-1988",1988-01-25,"880055","ChemicalOxygenDemand","mg/L",5,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14B-1988",1988-01-25,"880058","ChemicalOxygenDemand","mg/L",5,NA,NA,"left.censored",4217612.9,910804.299999995
"MW-13-1988",1988-01-25,"880050","Copper","µg/L",5,NA,NA,"left.censored",4218262.9,910814.599999998
"MW-13A-1988",1988-01-25,"880052","Copper","µg/L",5,NA,NA,"left.censored",4218304.4,910813.2
"MW-14-1988",1988-01-25,"880054","Copper","µg/L",5,NA,NA,"left.censored",4217612.3,910814.700000002
"MW-14A-1988",1988-01-25,"880055","Copper","µg/L",5,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14B-1988",1988-01-25,"880058","Copper","µg/L",5,NA,NA,"left.censored",4217612.9,910804.299999995
"MW-13-1988",1988-01-25,"880050","FecalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4218262.9,910814.599999998
"MW-13A-1988",1988-01-25,"880052","FecalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4218304.4,910813.2
"MW-14-1988",1988-01-25,"880054","FecalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217612.3,910814.700000002
"MW-14A-1988",1988-01-25,"880055","FecalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14B-1988",1988-01-25,"880058","FecalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217612.9,910804.299999995
"MW-13-1988",1988-01-25,"880050","Lead","µg/L",5,NA,NA,"left.censored",4218262.9,910814.599999998
"MW-13A-1988",1988-01-25,"880052","Lead","µg/L",5,NA,NA,"left.censored",4218304.4,910813.2
"MW-14-1988",1988-01-25,"880054","Lead","µg/L",5,NA,NA,"left.censored",4217612.3,910814.700000002
"MW-14A-1988",1988-01-25,"880055","Lead","µg/L",5,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14B-1988",1988-01-25,"880058","Lead","µg/L",5,NA,NA,"left.censored",4217612.9,910804.299999995
"MW-13-1988",1988-01-25,"880050","Nickel","µg/L",5,NA,NA,"left.censored",4218262.9,910814.599999998
"MW-13A-1988",1988-01-25,"880052","Nickel","µg/L",5,NA,NA,"left.censored",4218304.4,910813.2
"MW-14-1988",1988-01-25,"880054","Nickel","µg/L",5,NA,NA,"left.censored",4217612.3,910814.700000002
"MW-14A-1988",1988-01-25,"880055","Nickel","µg/L",5,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14B-1988",1988-01-25,"880058","Nickel","µg/L",5,NA,NA,"left.censored",4217612.9,910804.299999995
"MW-13-1988",1988-01-25,"880050","TotalOrganicCarbon","mg/L",2,NA,NA,"left.censored",4218262.9,910814.599999998
"MW-13A-1988",1988-01-25,"880052","TotalOrganicCarbon","mg/L",2,NA,NA,"left.censored",4218304.4,910813.2
"MW-14-1988",1988-01-25,"880054","TotalOrganicCarbon","mg/L",2,NA,NA,"left.censored",4217612.3,910814.700000002
"MW-14A-1988",1988-01-25,"880055","TotalOrganicCarbon","mg/L",2,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14B-1988",1988-01-25,"880058","TotalOrganicCarbon","mg/L",2,NA,NA,"left.censored",4217612.9,910804.299999995
"MW-13-1988",1988-01-25,"880050","TotalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4218262.9,910814.599999998
"MW-13A-1988",1988-01-25,"880052","TotalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4218304.4,910813.2
"MW-14-1988",1988-01-25,"880054","TotalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217612.3,910814.700000002
"MW-14A-1988",1988-01-25,"880055","TotalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14B-1988",1988-01-25,"880058","TotalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217612.9,910804.299999995
"MW-13-1988",1988-01-25,"880050","Zinc","µg/L",10,NA,NA,"left.censored",4218262.9,910814.599999998
"MW-13A-1988",1988-01-25,"880052","Zinc","µg/L",10,NA,NA,"left.censored",4218304.4,910813.2
"MW-14-1988",1988-01-25,"880054","Zinc","µg/L",10,NA,NA,"left.censored",4217612.3,910814.700000002
"MW-14A-1988",1988-01-25,"880055","Zinc","µg/L",10,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14B-1988",1988-01-25,"880058","Zinc","µg/L",10,NA,NA,"left.censored",4217612.9,910804.299999995
"MW-14-1988",1988-01-25,"880054","ChemicalOxygenDemand","mg/L",7,NA,NA,"not.censored",4217612.3,910814.700000002
"MW-13-1988",1988-01-25,"880050","Chloride","mg/L",4,NA,NA,"not.censored",4218262.9,910814.599999998
"MW-13A-1988",1988-01-25,"880052","Chloride","mg/L",2.4,NA,NA,"not.censored",4218304.4,910813.2
"MW-14-1988",1988-01-25,"880054","Chloride","mg/L",3.1,NA,NA,"not.censored",4217612.3,910814.700000002
"MW-14A-1988",1988-01-25,"880055","Chloride","mg/L",2.8,NA,NA,"not.censored",4217622.5,910814.499999998
"MW-14B-1988",1988-01-25,"880058","Chloride","mg/L",3.1,NA,NA,"not.censored",4217612.9,910804.299999995
"MW-13-1988",1988-01-25,"880050","Conductivity","µS/cm",222,NA,NA,"not.censored",4218262.9,910814.599999998
"MW-13A-1988",1988-01-25,"880052","Conductivity","µS/cm",237,NA,NA,"not.censored",4218304.4,910813.2
"MW-14-1988",1988-01-25,"880054","Conductivity","µS/cm",221,NA,NA,"not.censored",4217612.3,910814.700000002
"MW-14A-1988",1988-01-25,"880055","Conductivity","µS/cm",228,NA,NA,"not.censored",4217622.5,910814.499999998
"MW-14B-1988",1988-01-25,"880058","Conductivity","µS/cm",265,NA,NA,"not.censored",4217612.9,910804.299999995
"MW-13-1988",1988-01-25,"880050","Nitrate","mg/L",3.4,NA,NA,"not.censored",4218262.9,910814.599999998
"MW-13A-1988",1988-01-25,"880052","Nitrate","mg/L",4.7,NA,NA,"not.censored",4218304.4,910813.2
"MW-14-1988",1988-01-25,"880054","Nitrate","mg/L",2.8,NA,NA,"not.censored",4217612.3,910814.700000002
"MW-14A-1988",1988-01-25,"880055","Nitrate","mg/L",2.7,NA,NA,"not.censored",4217622.5,910814.499999998
"MW-14B-1988",1988-01-25,"880058","Nitrate","mg/L",5.2,NA,NA,"not.censored",4217612.9,910804.299999995
"MW-13-1988",1988-01-25,"880050","TotalDissolvedSolids","mg/L",167,NA,NA,"not.censored",4218262.9,910814.599999998
"MW-13A-1988",1988-01-25,"880052","TotalDissolvedSolids","mg/L",185,NA,NA,"not.censored",4218304.4,910813.2
"MW-14-1988",1988-01-25,"880054","TotalDissolvedSolids","mg/L",170,NA,NA,"not.censored",4217612.3,910814.700000002
"MW-14A-1988",1988-01-25,"880055","TotalDissolvedSolids","mg/L",175,NA,NA,"not.censored",4217622.5,910814.499999998
"MW-14B-1988",1988-01-25,"880058","TotalDissolvedSolids","mg/L",200,NA,NA,"not.censored",4217612.9,910804.299999995
"MW-13-1988",1988-01-25,"880050","WaterTableElevation","feet above mean sea level",362.47,NA,NA,"not.censored",4218262.9,910814.599999998
"MW-13A-1988",1988-01-25,"880052","WaterTableElevation","feet above mean sea level",360.37,NA,NA,"not.censored",4218304.4,910813.2
"MW-14-1988",1988-01-25,"880054","WaterTableElevation","feet above mean sea level",359.8,NA,NA,"not.censored",4217612.3,910814.700000002
"MW-14A-1988",1988-01-25,"880055","WaterTableElevation","feet above mean sea level",360.32,NA,NA,"not.censored",4217622.5,910814.499999998
"MW-14B-1988",1988-01-25,"880058","WaterTableElevation","feet above mean sea level",360.99,NA,NA,"not.censored",4217612.9,910804.299999995
"MW-15-1988",1988-01-26,"880062","Ammonia","mg/L",0.1,NA,NA,"left.censored",4217592.3,909964.400000006
"MW-16-1988",1988-01-26,"880064","Ammonia","mg/L",0.1,NA,NA,"left.censored",4217592.7,909113.699999994
"MW-18-1988",1988-01-26,"880059","Ammonia","mg/L",0.1,NA,NA,"left.censored",4217912.6,910783.999999998
"MW-19-1988",1988-01-26,"880060","Ammonia","mg/L",0.1,NA,NA,"left.censored",4217612.7,910364.200000005
"MW-19A-1988",1988-01-26,"880061","Ammonia","mg/L",0.1,NA,NA,"left.censored",4217612.3,910354.099999997
"MW-20-1988",1988-01-26,"880063","Ammonia","mg/L",0.1,NA,NA,"left.censored",4217582.6,909533.999999998
"MW-21-1988",1988-01-26,"880065","Ammonia","mg/L",0.1,NA,NA,"left.censored",4218063,908984.000000007
"MW-22-1988",1988-01-26,"880066","Ammonia","mg/L",0.1,NA,NA,"left.censored",4218563.1,908764.299999998
"MW-15-1988",1988-01-26,"880062","Cadmium","µg/L",1,NA,NA,"left.censored",4217592.3,909964.400000006
"MW-16-1988",1988-01-26,"880064","Cadmium","µg/L",1,NA,NA,"left.censored",4217592.7,909113.699999994
"MW-18-1988",1988-01-26,"880059","Cadmium","µg/L",1,NA,NA,"left.censored",4217912.6,910783.999999998
"MW-19-1988",1988-01-26,"880060","Cadmium","µg/L",1,NA,NA,"left.censored",4217612.7,910364.200000005
"MW-19A-1988",1988-01-26,"880061","Cadmium","µg/L",1,NA,NA,"left.censored",4217612.3,910354.099999997
"MW-20-1988",1988-01-26,"880063","Cadmium","µg/L",1,NA,NA,"left.censored",4217582.6,909533.999999998
"MW-21-1988",1988-01-26,"880065","Cadmium","µg/L",1,NA,NA,"left.censored",4218063,908984.000000007
"MW-22-1988",1988-01-26,"880066","Cadmium","µg/L",1,NA,NA,"left.censored",4218563.1,908764.299999998
"MW-15-1988",1988-01-26,"880062","Chromium","µg/L",5,NA,NA,"left.censored",4217592.3,909964.400000006
"MW-16-1988",1988-01-26,"880064","Chromium","µg/L",5,NA,NA,"left.censored",4217592.7,909113.699999994
"MW-18-1988",1988-01-26,"880059","Chromium","µg/L",5,NA,NA,"left.censored",4217912.6,910783.999999998
"MW-19-1988",1988-01-26,"880060","Chromium","µg/L",5,NA,NA,"left.censored",4217612.7,910364.200000005
"MW-19A-1988",1988-01-26,"880061","Chromium","µg/L",5,NA,NA,"left.censored",4217612.3,910354.099999997
"MW-20-1988",1988-01-26,"880063","Chromium","µg/L",5,NA,NA,"left.censored",4217582.6,909533.999999998
"MW-21-1988",1988-01-26,"880065","Chromium","µg/L",5,NA,NA,"left.censored",4218063,908984.000000007
"MW-22-1988",1988-01-26,"880066","Chromium","µg/L",5,NA,NA,"left.censored",4218563.1,908764.299999998
"MW-15-1988",1988-01-26,"880062","ChemicalOxygenDemand","mg/L",5,NA,NA,"left.censored",4217592.3,909964.400000006
"MW-16-1988",1988-01-26,"880064","ChemicalOxygenDemand","mg/L",5,NA,NA,"left.censored",4217592.7,909113.699999994
"MW-18-1988",1988-01-26,"880059","ChemicalOxygenDemand","mg/L",5,NA,NA,"left.censored",4217912.6,910783.999999998
"MW-19-1988",1988-01-26,"880060","ChemicalOxygenDemand","mg/L",5,NA,NA,"left.censored",4217612.7,910364.200000005
"MW-19A-1988",1988-01-26,"880061","ChemicalOxygenDemand","mg/L",5,NA,NA,"left.censored",4217612.3,910354.099999997
"MW-20-1988",1988-01-26,"880063","ChemicalOxygenDemand","mg/L",5,NA,NA,"left.censored",4217582.6,909533.999999998
"MW-21-1988",1988-01-26,"880065","ChemicalOxygenDemand","mg/L",5,NA,NA,"left.censored",4218063,908984.000000007
"MW-22-1988",1988-01-26,"880066","ChemicalOxygenDemand","mg/L",5,NA,NA,"left.censored",4218563.1,908764.299999998
"MW-15-1988",1988-01-26,"880062","Copper","µg/L",5,NA,NA,"left.censored",4217592.3,909964.400000006
"MW-16-1988",1988-01-26,"880064","Copper","µg/L",5,NA,NA,"left.censored",4217592.7,909113.699999994
"MW-18-1988",1988-01-26,"880059","Copper","µg/L",5,NA,NA,"left.censored",4217912.6,910783.999999998
"MW-19-1988",1988-01-26,"880060","Copper","µg/L",5,NA,NA,"left.censored",4217612.7,910364.200000005
"MW-19A-1988",1988-01-26,"880061","Copper","µg/L",5,NA,NA,"left.censored",4217612.3,910354.099999997
"MW-20-1988",1988-01-26,"880063","Copper","µg/L",5,NA,NA,"left.censored",4217582.6,909533.999999998
"MW-21-1988",1988-01-26,"880065","Copper","µg/L",5,NA,NA,"left.censored",4218063,908984.000000007
"MW-22-1988",1988-01-26,"880066","Copper","µg/L",5,NA,NA,"left.censored",4218563.1,908764.299999998
"MW-15-1988",1988-01-26,"880062","FecalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217592.3,909964.400000006
"MW-16-1988",1988-01-26,"880064","FecalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217592.7,909113.699999994
"MW-18-1988",1988-01-26,"880059","FecalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217912.6,910783.999999998
"MW-19-1988",1988-01-26,"880060","FecalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217612.7,910364.200000005
"MW-19A-1988",1988-01-26,"880061","FecalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217612.3,910354.099999997
"MW-20-1988",1988-01-26,"880063","FecalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217582.6,909533.999999998
"MW-21-1988",1988-01-26,"880065","FecalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4218063,908984.000000007
"MW-22-1988",1988-01-26,"880066","FecalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4218563.1,908764.299999998
"MW-15-1988",1988-01-26,"880062","Lead","µg/L",5,NA,NA,"left.censored",4217592.3,909964.400000006
"MW-16-1988",1988-01-26,"880064","Lead","µg/L",5,NA,NA,"left.censored",4217592.7,909113.699999994
"MW-18-1988",1988-01-26,"880059","Lead","µg/L",5,NA,NA,"left.censored",4217912.6,910783.999999998
"MW-19-1988",1988-01-26,"880060","Lead","µg/L",5,NA,NA,"left.censored",4217612.7,910364.200000005
"MW-19A-1988",1988-01-26,"880061","Lead","µg/L",5,NA,NA,"left.censored",4217612.3,910354.099999997
"MW-20-1988",1988-01-26,"880063","Lead","µg/L",5,NA,NA,"left.censored",4217582.6,909533.999999998
"MW-21-1988",1988-01-26,"880065","Lead","µg/L",5,NA,NA,"left.censored",4218063,908984.000000007
"MW-22-1988",1988-01-26,"880066","Lead","µg/L",5,NA,NA,"left.censored",4218563.1,908764.299999998
"MW-15-1988",1988-01-26,"880062","Nickel","µg/L",5,NA,NA,"left.censored",4217592.3,909964.400000006
"MW-16-1988",1988-01-26,"880064","Nickel","µg/L",5,NA,NA,"left.censored",4217592.7,909113.699999994
"MW-18-1988",1988-01-26,"880059","Nickel","µg/L",5,NA,NA,"left.censored",4217912.6,910783.999999998
"MW-19-1988",1988-01-26,"880060","Nickel","µg/L",5,NA,NA,"left.censored",4217612.7,910364.200000005
"MW-19A-1988",1988-01-26,"880061","Nickel","µg/L",5,NA,NA,"left.censored",4217612.3,910354.099999997
"MW-20-1988",1988-01-26,"880063","Nickel","µg/L",5,NA,NA,"left.censored",4217582.6,909533.999999998
"MW-21-1988",1988-01-26,"880065","Nickel","µg/L",5,NA,NA,"left.censored",4218063,908984.000000007
"MW-22-1988",1988-01-26,"880066","Nickel","µg/L",5,NA,NA,"left.censored",4218563.1,908764.299999998
"MW-15-1988",1988-01-26,"880062","TotalOrganicCarbon","mg/L",2,NA,NA,"left.censored",4217592.3,909964.400000006
"MW-16-1988",1988-01-26,"880064","TotalOrganicCarbon","mg/L",2,NA,NA,"left.censored",4217592.7,909113.699999994
"MW-18-1988",1988-01-26,"880059","TotalOrganicCarbon","mg/L",2,NA,NA,"left.censored",4217912.6,910783.999999998
"MW-19-1988",1988-01-26,"880060","TotalOrganicCarbon","mg/L",2,NA,NA,"left.censored",4217612.7,910364.200000005
"MW-19A-1988",1988-01-26,"880061","TotalOrganicCarbon","mg/L",2,NA,NA,"left.censored",4217612.3,910354.099999997
"MW-20-1988",1988-01-26,"880063","TotalOrganicCarbon","mg/L",2,NA,NA,"left.censored",4217582.6,909533.999999998
"MW-21-1988",1988-01-26,"880065","TotalOrganicCarbon","mg/L",2,NA,NA,"left.censored",4218063,908984.000000007
"MW-22-1988",1988-01-26,"880066","TotalOrganicCarbon","mg/L",2,NA,NA,"left.censored",4218563.1,908764.299999998
"MW-15-1988",1988-01-26,"880062","TotalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217592.3,909964.400000006
"MW-16-1988",1988-01-26,"880064","TotalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217592.7,909113.699999994
"MW-18-1988",1988-01-26,"880059","TotalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217912.6,910783.999999998
"MW-19-1988",1988-01-26,"880060","TotalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217612.7,910364.200000005
"MW-19A-1988",1988-01-26,"880061","TotalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217612.3,910354.099999997
"MW-20-1988",1988-01-26,"880063","TotalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217582.6,909533.999999998
"MW-21-1988",1988-01-26,"880065","TotalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4218063,908984.000000007
"MW-22-1988",1988-01-26,"880066","TotalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4218563.1,908764.299999998
"MW-15-1988",1988-01-26,"880062","Zinc","µg/L",10,NA,NA,"left.censored",4217592.3,909964.400000006
"MW-16-1988",1988-01-26,"880064","Zinc","µg/L",10,NA,NA,"left.censored",4217592.7,909113.699999994
"MW-18-1988",1988-01-26,"880059","Zinc","µg/L",10,NA,NA,"left.censored",4217912.6,910783.999999998
"MW-19-1988",1988-01-26,"880060","Zinc","µg/L",10,NA,NA,"left.censored",4217612.7,910364.200000005
"MW-19A-1988",1988-01-26,"880061","Zinc","µg/L",10,NA,NA,"left.censored",4217612.3,910354.099999997
"MW-20-1988",1988-01-26,"880063","Zinc","µg/L",10,NA,NA,"left.censored",4217582.6,909533.999999998
"MW-21-1988",1988-01-26,"880065","Zinc","µg/L",10,NA,NA,"left.censored",4218063,908984.000000007
"MW-22-1988",1988-01-26,"880066","Zinc","µg/L",10,NA,NA,"left.censored",4218563.1,908764.299999998
"MW-15-1988",1988-01-26,"880062","Chloride","mg/L",4.6,NA,NA,"not.censored",4217592.3,909964.400000006
"MW-16-1988",1988-01-26,"880064","Chloride","mg/L",4.4,NA,NA,"not.censored",4217592.7,909113.699999994
"MW-18-1988",1988-01-26,"880059","Chloride","mg/L",2.4,NA,NA,"not.censored",4217912.6,910783.999999998
"MW-19-1988",1988-01-26,"880060","Chloride","mg/L",2.5,NA,NA,"not.censored",4217612.7,910364.200000005
"MW-19A-1988",1988-01-26,"880061","Chloride","mg/L",2.6,NA,NA,"not.censored",4217612.3,910354.099999997
"MW-20-1988",1988-01-26,"880063","Chloride","mg/L",5,NA,NA,"not.censored",4217582.6,909533.999999998
"MW-21-1988",1988-01-26,"880065","Chloride","mg/L",5.9,NA,NA,"not.censored",4218063,908984.000000007
"MW-22-1988",1988-01-26,"880066","Chloride","mg/L",4.2,NA,NA,"not.censored",4218563.1,908764.299999998
"MW-15-1988",1988-01-26,"880062","Conductivity","µS/cm",244,NA,NA,"not.censored",4217592.3,909964.400000006
"MW-16-1988",1988-01-26,"880064","Conductivity","µS/cm",259,NA,NA,"not.censored",4217592.7,909113.699999994
"MW-18-1988",1988-01-26,"880059","Conductivity","µS/cm",222,NA,NA,"not.censored",4217912.6,910783.999999998
"MW-19-1988",1988-01-26,"880060","Conductivity","µS/cm",219,NA,NA,"not.censored",4217612.7,910364.200000005
"MW-19A-1988",1988-01-26,"880061","Conductivity","µS/cm",224,NA,NA,"not.censored",4217612.3,910354.099999997
"MW-20-1988",1988-01-26,"880063","Conductivity","µS/cm",274,NA,NA,"not.censored",4217582.6,909533.999999998
"MW-21-1988",1988-01-26,"880065","Conductivity","µS/cm",270,NA,NA,"not.censored",4218063,908984.000000007
"MW-22-1988",1988-01-26,"880066","Conductivity","µS/cm",251,NA,NA,"not.censored",4218563.1,908764.299999998
"MW-15-1988",1988-01-26,"880062","Nitrate","mg/L",3.8,NA,NA,"not.censored",4217592.3,909964.400000006
"MW-16-1988",1988-01-26,"880064","Nitrate","mg/L",4.2,NA,NA,"not.censored",4217592.7,909113.699999994
"MW-18-1988",1988-01-26,"880059","Nitrate","mg/L",2.7,NA,NA,"not.censored",4217912.6,910783.999999998
"MW-19-1988",1988-01-26,"880060","Nitrate","mg/L",3.4,NA,NA,"not.censored",4217612.7,910364.200000005
"MW-19A-1988",1988-01-26,"880061","Nitrate","mg/L",8.4,NA,NA,"not.censored",4217612.3,910354.099999997
"MW-20-1988",1988-01-26,"880063","Nitrate","mg/L",5.5,NA,NA,"not.censored",4217582.6,909533.999999998
"MW-21-1988",1988-01-26,"880065","Nitrate","mg/L",5.8,NA,NA,"not.censored",4218063,908984.000000007
"MW-22-1988",1988-01-26,"880066","Nitrate","mg/L",4.5,NA,NA,"not.censored",4218563.1,908764.299999998
"MW-15-1988",1988-01-26,"880062","TotalDissolvedSolids","mg/L",190,NA,NA,"not.censored",4217592.3,909964.400000006
"MW-16-1988",1988-01-26,"880064","TotalDissolvedSolids","mg/L",198,NA,NA,"not.censored",4217592.7,909113.699999994
"MW-18-1988",1988-01-26,"880059","TotalDissolvedSolids","mg/L",188,NA,NA,"not.censored",4217912.6,910783.999999998
"MW-19-1988",1988-01-26,"880060","TotalDissolvedSolids","mg/L",177,NA,NA,"not.censored",4217612.7,910364.200000005
"MW-19A-1988",1988-01-26,"880061","TotalDissolvedSolids","mg/L",179,NA,NA,"not.censored",4217612.3,910354.099999997
"MW-20-1988",1988-01-26,"880063","TotalDissolvedSolids","mg/L",202,NA,NA,"not.censored",4217582.6,909533.999999998
"MW-21-1988",1988-01-26,"880065","TotalDissolvedSolids","mg/L",202,NA,NA,"not.censored",4218063,908984.000000007
"MW-22-1988",1988-01-26,"880066","TotalDissolvedSolids","mg/L",194,NA,NA,"not.censored",4218563.1,908764.299999998
"MW-15-1988",1988-01-26,"880062","WaterTableElevation","feet above mean sea level",361.87,NA,NA,"not.censored",4217592.3,909964.400000006
"MW-16-1988",1988-01-26,"880064","WaterTableElevation","feet above mean sea level",362.6,NA,NA,"not.censored",4217592.7,909113.699999994
"MW-18-1988",1988-01-26,"880059","WaterTableElevation","feet above mean sea level",361.2,NA,NA,"not.censored",4217912.6,910783.999999998
"MW-19-1988",1988-01-26,"880060","WaterTableElevation","feet above mean sea level",361.45,NA,NA,"not.censored",4217612.7,910364.200000005
"MW-19A-1988",1988-01-26,"880061","WaterTableElevation","feet above mean sea level",361.61,NA,NA,"not.censored",4217612.3,910354.099999997
"MW-20-1988",1988-01-26,"880063","WaterTableElevation","feet above mean sea level",363.61,NA,NA,"not.censored",4217582.6,909533.999999998
"MW-21-1988",1988-01-26,"880065","WaterTableElevation","feet above mean sea level",364,NA,NA,"not.censored",4218063,908984.000000007
"MW-22-1988",1988-01-26,"880066","WaterTableElevation","feet above mean sea level",364.8,NA,NA,"not.censored",4218563.1,908764.299999998
"MW-10-1983",1988-01-27,"880068","Ammonia","mg/L",0.1,NA,NA,"left.censored",4219307.31585357,909474.081725345
"MW-11-1983",1988-01-27,"880073","Ammonia","mg/L",0.1,NA,NA,"left.censored",4217171.32647459,908754.90988973
"MW-12-1983",1988-01-27,"880067","Ammonia","mg/L",0.1,NA,NA,"left.censored",4219118.32478316,908681.318635921
"MW-17-1988",1988-01-27,"880074","Ammonia","mg/L",0.1,NA,NA,"left.censored",4219020.1,910332.999999999
"MW-7-1983",1988-01-27,"880071","Ammonia","mg/L",0.1,NA,NA,"left.censored",4217236.22271676,910903.762697616
"MW-9-1983",1988-01-27,"880072","Ammonia","mg/L",0.1,NA,NA,"left.censored",4217197.30279145,909779.024971267
"MW-10-1983",1988-01-27,"880068","Cadmium","µg/L",1,NA,NA,"left.censored",4219307.31585357,909474.081725345
"MW-11-1983",1988-01-27,"880073","Cadmium","µg/L",1,NA,NA,"left.censored",4217171.32647459,908754.90988973
"MW-12-1983",1988-01-27,"880067","Cadmium","µg/L",1,NA,NA,"left.censored",4219118.32478316,908681.318635921
"MW-17-1988",1988-01-27,"880074","Cadmium","µg/L",1,NA,NA,"left.censored",4219020.1,910332.999999999
"MW-7-1983",1988-01-27,"880071","Cadmium","µg/L",1,NA,NA,"left.censored",4217236.22271676,910903.762697616
"MW-9-1983",1988-01-27,"880072","Cadmium","µg/L",1,NA,NA,"left.censored",4217197.30279145,909779.024971267
"MW-10-1983",1988-01-27,"880068","Chromium","µg/L",5,NA,NA,"left.censored",4219307.31585357,909474.081725345
"MW-11-1983",1988-01-27,"880073","Chromium","µg/L",5,NA,NA,"left.censored",4217171.32647459,908754.90988973
"MW-12-1983",1988-01-27,"880067","Chromium","µg/L",5,NA,NA,"left.censored",4219118.32478316,908681.318635921
"MW-17-1988",1988-01-27,"880074","Chromium","µg/L",5,NA,NA,"left.censored",4219020.1,910332.999999999
"MW-7-1983",1988-01-27,"880071","Chromium","µg/L",5,NA,NA,"left.censored",4217236.22271676,910903.762697616
"MW-9-1983",1988-01-27,"880072","Chromium","µg/L",5,NA,NA,"left.censored",4217197.30279145,909779.024971267
"MW-10-1983",1988-01-27,"880068","ChemicalOxygenDemand","mg/L",5,NA,NA,"left.censored",4219307.31585357,909474.081725345
"MW-11-1983",1988-01-27,"880073","ChemicalOxygenDemand","mg/L",5,NA,NA,"left.censored",4217171.32647459,908754.90988973
"MW-17-1988",1988-01-27,"880074","ChemicalOxygenDemand","mg/L",5,NA,NA,"left.censored",4219020.1,910332.999999999
